match_id,match_date,home_team,away_team,period,minute,second,team,player,jersey_number,position,event_type,outcome,recipient,x,y,end_x,end_y,xg,possession_team,duration,card,notes,home_colour,away_colour
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,37,3,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Interception,Won,,35.9,15.7,,,,Aurora Forge FC,0.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,37,20,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Foul,Committed,,63,33,,,,Velvet Comet Athletic,0.5,Yellow Card,Late challenge,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,37,24,Aurora Forge FC,Leo Thompson,7,Right Wing,Pressure,Applied,,66.1,49.8,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,37,30,Aurora Forge FC,Max Anderson,9,Striker,Pressure,Applied,,26.0,34.5,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,37,36,Velvet Comet Athletic,Alexander Young,3,Left Back,Pass,Complete,Cooper Wright,86.1,9.4,72.4,19.3,,Velvet Comet Athletic,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,37,39,Velvet Comet Athletic,Cooper Wright,7,Right Wing,Pass,Incomplete,Joshua Hall,89.0,38.2,100.1,44.3,,Velvet Comet Athletic,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,38,16,Aurora Forge FC,Max Anderson,9,Striker,Pass,Complete,Ethan Cole,52.9,40.9,72.9,46.2,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,38,22,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Complete,Archie Brown,85.5,45.6,99.3,28.8,,Aurora Forge FC,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,38,46,Aurora Forge FC,Ethan Cole,4,Centre Back,Duel,Won,,76.6,33.9,,,,Aurora Forge FC,0.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,39,8,Aurora Forge FC,Ethan Cole,4,Centre Back,Duel,Won,,60.5,71.2,,,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,39,31,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Complete,Jack Murphy,90.1,69.3,117.3,79.0,,Aurora Forge FC,2.2,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,39,51,Velvet Comet Athletic,Oscar Baker,9,Striker,Pressure,Applied,,42.4,45.5,,,,Velvet Comet Athletic,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,39,58,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Jacob Green,65.5,73.6,75.2,78.8,,Velvet Comet Athletic,2.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,40,7,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Incomplete,Archie Brown,36.9,64.8,44.6,73.4,,Aurora Forge FC,0.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,40,15,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Complete,Leo Thompson,37.2,34.9,61.1,23.1,,Aurora Forge FC,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,41,46,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Pass,Complete,Alexander Young,62.7,65.1,87.5,61.2,,Velvet Comet Athletic,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,41,48,Aurora Forge FC,Charlie Davis,11,Left Wing,Shot,Saved,,105,22,,,0.12,Aurora Forge FC,0.8,,Left-channel chance,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,41,50,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Lucas Martin,100.6,10.5,92.8,1.0,,Aurora Forge FC,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,42,26,Velvet Comet Athletic,Oscar Baker,9,Striker,Pass,Complete,Harrison King,96.4,60.5,104.6,59.0,,Velvet Comet Athletic,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,42,49,Velvet Comet Athletic,Alexander Young,3,Left Back,Pass,Complete,Cooper Wright,89.5,49.8,111.0,60.0,,Velvet Comet Athletic,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,43,12,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Complete,Lucas Martin,64.3,39.1,72.3,23.0,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,43,20,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Complete,Noah Singh,41.5,61.6,51.9,64.5,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,43,28,Velvet Comet Athletic,James Lee,2,Right Back,Pressure,Applied,,51.5,57.5,,,,Velvet Comet Athletic,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,43,47,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pressure,Applied,,73.9,10.4,,,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,44,23,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Complete,William Scott,19.6,62.1,27.9,72.3,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,44,50,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,James Lee,90.8,51.1,109.7,44.0,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,44,50,Aurora Forge FC,Max Anderson,9,Striker,Pressure,Applied,,68.5,19.9,,,,Aurora Forge FC,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,45,34,Aurora Forge FC,Noah Singh,2,Right Back,Pressure,Applied,,73.4,69.3,,,,Aurora Forge FC,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,1,45,36,Velvet Comet Athletic,William Scott,5,Centre Back,Pass,Complete,Alexander Young,58.0,32.6,65.6,22.9,,Velvet Comet Athletic,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,46,29,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Complete,Alexander Young,36.9,37.2,28.9,25.4,,Velvet Comet Athletic,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,46,43,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Complete,Lucas Martin,29.2,14.7,38.2,6.8,,Aurora Forge FC,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,47,19,Velvet Comet Athletic,Cooper Wright,7,Right Wing,Pressure,Applied,,33.6,32.5,,,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,47,27,Aurora Forge FC,Max Anderson,9,Striker,Pass,Complete,Charlie Davis,36.5,52.3,63.9,59.4,,Aurora Forge FC,1.2,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,47,49,Aurora Forge FC,Max Anderson,9,Striker,Pass,Complete,Oliver Chen,82.6,63.5,106.5,62.7,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,48,10,Aurora Forge FC,Charlie Davis,11,Left Wing,Pressure,Applied,,101.2,70.9,,,,Aurora Forge FC,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,48,12,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Complete,Oliver Chen,101.6,59.0,119.0,57.4,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,48,17,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Pass,Complete,Noah Singh,73.3,59.2,90.6,52.8,,Aurora Forge FC,2.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,48,31,Velvet Comet Athletic,Oscar Baker,9,Striker,Shot,Goal,,109,40,,,0.27,Velvet Comet Athletic,0.8,,Through-ball finish,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,48,32,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Block,Won,,23.4,64.6,,,,Aurora Forge FC,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,49,10,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Complete,Ryan Patel,97.8,37.7,81.1,41.1,,Velvet Comet Athletic,1.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,49,36,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Interception,Won,,54.1,51.4,,,,Aurora Forge FC,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,49,49,Velvet Comet Athletic,Harrison King,8,Centre Midfield,Pressure,Applied,,39.1,29.9,,,,Velvet Comet Athletic,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,49,55,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Incomplete,Max Anderson,86.7,50.2,96.9,58.3,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,50,27,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Joshua Hall,49.6,41.0,46.4,38.9,,Velvet Comet Athletic,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,50,58,Velvet Comet Athletic,Cooper Wright,7,Right Wing,Pass,Complete,Ryan Patel,55.1,33.8,38.4,30.8,,Velvet Comet Athletic,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,51,11,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Complete,Joshua Hall,62.4,65.1,76.4,76.4,,Velvet Comet Athletic,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,51,49,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Complete,Charlie Davis,58.3,29.1,47.0,18.7,,Aurora Forge FC,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,52,19,Aurora Forge FC,Liam Hart,1,Goalkeeper,Block,Won,,43.6,15.6,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,52,20,Aurora Forge FC,Noah Singh,2,Right Back,Pass,Complete,Liam Hart,103.7,36.6,86.9,36.0,,Aurora Forge FC,2.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,52,29,Aurora Forge FC,Max Anderson,9,Striker,Pass,Complete,Oliver Chen,24.9,57.8,52.3,64.5,,Aurora Forge FC,0.8,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,53,11,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Incomplete,Max Anderson,79.0,26.6,102.6,37.1,,Aurora Forge FC,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,53,30,Velvet Comet Athletic,James Lee,2,Right Back,Pass,Incomplete,Jacob Green,82.0,38.8,98.7,29.2,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,53,36,Aurora Forge FC,Leo Thompson,7,Right Wing,Shot,Off Target,,104,58,,,0.10,Aurora Forge FC,0.8,,Right-channel shot,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,54,8,Aurora Forge FC,Max Anderson,9,Striker,Ball Recovery,Won,,34.6,61.9,,,,Aurora Forge FC,0.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,54,30,Velvet Comet Athletic,Alexander Young,3,Left Back,Pressure,Applied,,100.3,73.6,,,,Velvet Comet Athletic,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,54,32,Velvet Comet Athletic,Cooper Wright,7,Right Wing,Pass,Incomplete,Ryan Patel,100.8,71.2,119.0,56.0,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,55,14,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Incomplete,Jack Murphy,47.0,8.0,67.9,2.3,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,55,21,Velvet Comet Athletic,William Scott,5,Centre Back,Pass,Complete,Joshua Hall,65.0,14.1,72.1,28.2,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,56,31,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Complete,Archie Brown,46.8,25.8,35.6,33.7,,Aurora Forge FC,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,56,41,Velvet Comet Athletic,Jacob Green,11,Left Wing,Pass,Complete,James Lee,38.2,7.7,56.3,1.0,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,57,10,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Complete,Ethan Cole,98.4,44.6,82.8,31.8,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,57,36,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Pass,Complete,Ethan Cole,67.2,32.2,81.9,30.6,,Aurora Forge FC,2.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,57,42,Aurora Forge FC,Max Anderson,9,Striker,Pressure,Applied,,89.6,55.6,,,,Aurora Forge FC,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,57,43,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Ball Recovery,Won,,99.8,31.3,,,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,58,15,Aurora Forge FC,Leo Thompson,7,Right Wing,Pass,Complete,Oliver Chen,93.4,29.5,112.9,24.2,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,58,24,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Noah Singh,105.4,17.3,119.0,24.1,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,58,24,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Shot,Blocked,,100,39,,,0.07,Aurora Forge FC,0.8,,Second ball,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,59,6,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Charlie Davis,76.3,22.0,99.1,7.7,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,59,21,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Max Anderson,65.3,35.9,73.8,42.6,,Aurora Forge FC,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,59,57,Aurora Forge FC,Noah Singh,2,Right Back,Pressure,Applied,,88.0,50.6,,,,Aurora Forge FC,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,60,1,Aurora Forge FC,Leo Thompson,7,Right Wing,Pressure,Applied,,94.7,34.4,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,60,34,Velvet Comet Athletic,Alexander Young,3,Left Back,Pass,Complete,Ryan Patel,64.5,63.9,80.1,75.9,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,60,37,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Complete,Charlie Davis,78.8,45.2,93.5,29.2,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,61,33,Velvet Comet Athletic,Alexander Young,3,Left Back,Pass,Complete,James Lee,52.4,57.3,62.5,56.5,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,61,54,Velvet Comet Athletic,Alexander Young,3,Left Back,Pass,Complete,William Scott,73.1,25.3,81.8,38.7,,Velvet Comet Athletic,2.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,62,8,Aurora Forge FC,Jack Murphy,5,Centre Back,Foul,Committed,,72,47,,,,Aurora Forge FC,0.5,Yellow Card,Stopped transition,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,62,30,Aurora Forge FC,Jack Murphy,5,Centre Back,Pressure,Applied,,89.8,29.9,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,62,33,Aurora Forge FC,Jack Murphy,5,Centre Back,Ball Recovery,Lost,,94.8,26.0,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,62,33,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Interception,Won,,81.7,22.9,,,,Aurora Forge FC,0.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,62,38,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Noah Singh,54.4,33.9,49.8,43.1,,Aurora Forge FC,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,62,38,Aurora Forge FC,Max Anderson,9,Striker,Pass,Complete,Henry Wilson,66.7,55.3,85.4,46.5,,Aurora Forge FC,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,63,26,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Incomplete,Oliver Chen,84.8,30.0,70.3,40.4,,Aurora Forge FC,1.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,64,11,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pass,Complete,Harrison King,76.6,28.1,67.0,19.0,,Velvet Comet Athletic,1.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,64,14,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Pass,Complete,Lucas Martin,33.2,44.7,59.5,62.0,,Aurora Forge FC,0.7,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,64,23,Velvet Comet Athletic,Cooper Wright,7,Right Wing,Shot,Off Target,,102,60,,,0.05,Velvet Comet Athletic,0.8,,Difficult angle,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,64,26,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Block,Lost,,46.2,44.8,,,,Velvet Comet Athletic,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,65,4,Velvet Comet Athletic,Jacob Green,11,Left Wing,Duel,Won,,27.8,53.8,,,,Velvet Comet Athletic,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,65,26,Velvet Comet Athletic,William Scott,5,Centre Back,Pass,Complete,Alexander Young,25.3,48.6,18.9,57.3,,Velvet Comet Athletic,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,65,27,Aurora Forge FC,Max Anderson,9,Striker,Pass,Incomplete,Henry Wilson,96.3,73.5,118.8,58.1,,Aurora Forge FC,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,66,2,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Henry Wilson,42.0,53.5,70.2,58.8,,Aurora Forge FC,0.7,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,66,42,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Block,Won,,75.5,27.3,,,,Velvet Comet Athletic,0.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,66,47,Velvet Comet Athletic,Jacob Green,11,Left Wing,Pass,Complete,Ryan Patel,27.2,21.2,13.7,29.7,,Velvet Comet Athletic,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,67,38,Velvet Comet Athletic,James Lee,2,Right Back,Pressure,Applied,,40.4,28.5,,,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,67,49,Aurora Forge FC,Leo Thompson,7,Right Wing,Pass,Complete,Liam Hart,106.5,66.1,119.0,49.1,,Aurora Forge FC,1.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,67,55,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Complete,Leo Thompson,60.9,40.6,82.2,57.8,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,67,57,Velvet Comet Athletic,Alexander Young,3,Left Back,Pressure,Applied,,102.7,55.0,,,,Velvet Comet Athletic,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,68,0,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Substitution,Tactical,Sam Taylor,60,40,,,,Aurora Forge FC,0.5,,Sam Taylor replaces Henry Wilson,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,68,21,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Liam Hart,24.9,62.2,49.8,45.7,,Aurora Forge FC,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,68,55,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Pass,Complete,William Scott,79.5,64.7,86.5,49.7,,Velvet Comet Athletic,2.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,69,29,Aurora Forge FC,Noah Singh,2,Right Back,Ball Recovery,Won,,71.3,39.8,,,,Aurora Forge FC,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,69,30,Velvet Comet Athletic,William Scott,5,Centre Back,Pass,Incomplete,Mason Clark,99.9,28.5,119.0,30.6,,Velvet Comet Athletic,1.8,,,#6A3DB8,#18A6A6
